390,  -3.05820, -3.10196, -1.85757
395,  -2.63716, -2.66928, -1.45482
400,  -2.33674, -2.38002, -1.15821
405,  -2.02952, -2.05526, -0.83929
410,  -1.80084, -1.80976, -0.60691
415,  -1.66603, -1.64971, -0.41413
420,  -1.52571, -1.47004, -0.25507
425,  -1.45850, -1.35841, -0.14327
430,  -1.40152, -1.25957, -0.08360
435,  -1.34442, -1.16991, -0.03787
440,  -1.28181, -1.08306, -0.01031
445,  -1.24265, -1.02714,  0.00000
450,  -1.20754, -0.97936, -0.04066
455,  -1.15564, -0.91994, -0.09199
460,  -1.08164, -0.84169, -0.11760
465,  -0.99769, -0.76268, -0.19250
470,  -0.90833, -0.68207, -0.23463
475,  -0.82949, -0.61366, -0.33511
480,  -0.76665, -0.56299, -0.46729
485,  -0.71151, -0.51881, -0.60143
490,  -0.63797, -0.45837, -0.73326
495,  -0.54727, -0.38426, -0.85209
500,  -0.45508, -0.30876, -0.97731
505,  -0.36169, -0.22953, -1.10109
510,  -0.28039, -0.16342, -1.24122
515,  -0.20853, -0.10560, -1.39438
520,  -0.14724, -0.05704, -1.54257
525,  -0.10132, -0.02556, -1.69113
530,  -0.06714, -0.00646, -1.79852
535,  -0.04572,  0.00000, -1.89393
540,  -0.03325, -0.00271, -2.02265
545,  -0.01955, -0.00464, -2.09823
550,  -0.00799, -0.01082, -2.13841
555,  -0.00349, -0.02721, -2.19128
560,  -0.00611, -0.05343, -2.24330
565,  -0.00539, -0.07898, -2.26313
570,   0.00000, -0.10243, -2.25546
575,  -0.00435, -0.14204, -2.27851
580,  -0.02051, -0.19575, -2.32152
585,  -0.02748, -0.24685, -2.33925
590,  -0.04249, -0.30623, -2.37189
595,  -0.06455, -0.38017, -2.42989
600,  -0.09267, -0.46246, -2.46563
605,  -0.12702, -0.55070, -2.49423
610,  -0.16901, -0.64899, -2.58883
615,  -0.21933, -0.75713, -2.73840
620,  -0.27835, -0.87021, -2.84890
625,  -0.34682, -0.98821, -2.91473
630,  -0.42548, -1.11413, -2.99783
635,  -0.51334, -1.24673, -3.09959
640,  -0.60847, -1.38128, -3.19494
645,  -0.71213, -1.51726, -3.27457
650,  -0.82699, -1.65827, -3.33852
655,  -0.95318, -1.80507, -3.39653
660,  -1.08783, -1.95691, -3.46520
665,  -1.22882, -2.11190, -3.55884
670,  -1.37384, -2.26768, -3.69769
675,  -1.52072, -2.42197, -3.89177
680,  -1.66968, -2.57572, -4.10570
685,  -1.82207, -2.73219, -4.26562
690,  -1.97906, -2.89189, -4.37886
695,  -2.14446, -3.05784, -4.51606
700,  -2.31627, -3.22783, -4.68814
705,  -2.48661, -3.39592, -4.85948
710,  -2.64702, -3.55577, -4.99324
715,  -2.80050, -3.70897, -5.10045
720,  -2.96257, -3.86740, -5.21654
725,  -3.12242, -4.02377, -5.32855
730,  -3.28022, -4.17823, -5.43864