  370,   -4.0000
  380,   -3.3979
  390,   -2.8239
  400,   -2.3468
  410,   -2.0315
  420,   -1.7570
  430,   -1.5638
  440,   -1.4214
  450,   -1.3298
  460,   -1.2218
  470,   -1.0410
  480,   -0.8570
  490,   -0.6819
  500,   -0.4908
  510,   -0.2984
  520,   -0.1487
  530,   -0.0645
  540,   -0.0205
  550,   -0.0022
  560,   -0.0022
  570,   -0.0214
  580,   -0.0605
  590,   -0.1209
  600,   -0.2000
  610,   -0.2984
  620,   -0.4191
  630,   -0.5768
  640,   -0.7570
  650,   -0.9706
  660,   -1.2147
  670,   -1.4949
  680,   -1.7696
  690,   -2.0862
  700,   -2.3872
  710,   -2.6778
  720,   -2.9586
  730,   -3.3010
  740,   -3.6990
  750,   -4.0000